#filename	bases	sequences	mean_length	longest	N50	N50_n	N60	N60_n	N70	N70_n	N80	N80_n	N90	N90_n	N100	N100_n	gaps	gaps_bases	bases_br	sequences_br	mean_length_br	longest_br	N50_br	N50_n_br	N60_br	N60_n_br	N70_br	N70_n_br	N80_br	N80_n_br	N90_br	N90_n_br	N100_br	N100_n_br	gaps_br	gaps_bases_br	error_free	FCD	FCD_gap	frag_cov	frag_cov_gap	low_score	link	soft_clipped	collapsed_repeat	read_cov	low_perfect_cov	read_orientation
/home/toshiba/Documents/Reapr_1.0.18/FinalRS/00.assembly.fa	2903081	3	967693.67	2872915	2872915	1	2872915	1	2872915	1	2872915	1	2872915	1	3125	3	0	0	4219839	152	27762.10	2872915	2872915	1	2872915	1	27041	4	16627	25	9428	58	1074	152	159	1321716	2075138	0	0	159	0	0	2849	0	2	0	4734	6194
