0	0.8190662
1	0.8156
2	0.8121338
3	0.8086676
4	0.8052014
5	0.8017352
6	0.798269
7	0.7948028
8	0.7913366
9	0.7878704
10	0.7844042
11	0.780938
12	0.7774718
13	0.7740056
14	0.7705394
15	0.7670732
16	0.7630435
17	0.7583627
18	0.7529499
19	0.7467526
20	0.7397682
21	0.7320791
22	0.7238391
23	0.7152177
24	0.7062993
25	0.6967554
26	0.6855519
27	0.6716419
28	0.6550168
29	0.635738
30	0.6134458
31	0.5904291
32	0.5702472
33	0.5549482
34	0.544489
35	0.5380458
36	0.5373514
37	0.537668
38	0.5402068
39	0.5433894
40	0.5486939
41	0.5574914
42	0.5714138
43	0.591933
44	0.6185193
45	0.6487157
46	0.68112
47	0.7149276
48	0.7496378
49	0.7851841
50	0.8217426
51	0.8595591
52	0.8988364
53	0.9397068
54	0.9822054
55	1.026279
56	1.071834
57	1.118766
58	1.166968
59	1.216327
60	1.265686
61	1.315045
62	1.364404
63	1.413763
64	1.463122
65	1.512481
66	1.56184
67	1.611199
68	1.660558
69	1.709917
70	1.759276
71	1.808635
72	1.857994
73	1.907353
74	1.956712
75	2.006071
76	2.05543
77	2.104789
78	2.154148
79	2.203507
80	2.252866
81	2.302225
82	2.351584
83	2.400943
84	2.450302
85	2.499661
86	2.54902
87	2.598379
88	2.647738
89	2.697097
90	2.746456
91	2.795815
92	2.845174
93	2.894533
94	2.943892
95	2.993251
96	3.04261
97	3.091969
98	3.141328
99	3.190687
100	3.240046
