#filename	bases	sequences	mean_length	longest	N50	N50_n	N60	N60_n	N70	N70_n	N80	N80_n	N90	N90_n	N100	N100_n	gaps	gaps_bases	bases_br	sequences_br	mean_length_br	longest_br	N50_br	N50_n_br	N60_br	N60_n_br	N70_br	N70_n_br	N80_br	N80_n_br	N90_br	N90_n_br	N100_br	N100_n_br	gaps_br	gaps_bases_br	error_free	FCD	FCD_gap	frag_cov	frag_cov_gap	low_score	link	soft_clipped	collapsed_repeat	read_cov	low_perfect_cov	read_orientation
/home/toshiba/Documents/Reapr_1.0.18/Final1/00.assembly.fa	2877995	173	16635.81	989718	762333	2	762333	2	528332	3	237696	4	142854	5	61	173	128	17688	4239847	295	14372.36	212500	58947	19	35071	29	21193	44	14723	68	8282	107	100	295	197	1391272	1277058	18	13	158	24	539	4693	2	43	0	4769	4384
