50	2
51	2
52	2
54	3
55	3
56	4
57	4
58	7
59	4
60	1
61	6
62	5
63	2
64	6
65	7
66	4
67	7
68	4
69	6
70	6
71	7
72	6
73	9
74	11
75	10
76	9
77	9
78	14
79	15
80	13
81	11
82	13
83	8
84	9
85	12
86	12
87	12
88	17
89	21
90	21
91	16
92	27
93	32
94	9
95	20
96	24
97	24
98	30
99	39
100	31
101	46
102	54
103	68
104	63
105	58
106	51
107	65
108	70
109	92
110	78
111	94
112	84
113	100
114	125
115	149
116	139
117	152
118	180
119	206
120	223
121	283
122	326
123	395
124	488
125	524
126	630
127	796
128	938
129	1037
130	1299
131	1445
132	1685
133	2040
134	2284
135	2543
136	2872
137	3341
138	3661
139	4130
140	4328
141	4689
142	5199
143	5601
144	5800
145	6331
146	6529
147	6985
148	7094
149	7316
150	7416
151	7708
152	7890
153	7931
154	8253
155	8107
156	8312
157	8311
158	8417
159	8357
160	8458
161	8376
162	8486
163	8657
164	8449
165	8397
166	8566
167	8387
168	8287
169	8229
170	8106
171	8141
172	8154
173	7949
174	7925
175	7826
176	7757
177	7667
178	7639
179	7508
180	7516
181	7387
182	7131
183	7205
184	7030
185	7007
186	6800
187	6824
188	6617
189	6548
190	6519
191	6269
192	6070
193	5952
194	5750
195	5340
196	5358
197	4955
198	4852
199	4630
200	4423
201	4171
202	3987
203	3576
204	3319
205	3185
206	2944
207	2572
208	2446
209	2279
210	2064
211	1888
212	1586
213	1441
214	1295
215	1144
216	945
217	918
218	821
219	705
220	638
221	583
222	494
223	443
224	349
225	340
226	347
227	289
228	230
229	201
230	190
231	168
232	174
233	176
234	142
235	132
236	127
237	130
238	79
239	75
240	86
241	78
242	72
243	53
244	77
245	86
246	62
247	75
248	62
249	66
250	58
251	64
252	60
253	47
254	59
255	60
256	51
257	39
258	54
259	42
260	51
261	41
262	41
263	52
264	43
265	38
266	32
267	40
268	30
269	33
270	21
271	26
272	22
273	21
274	12
275	13
276	18
277	11
278	11
279	16
280	6
281	6
282	16
283	6
284	12
285	3
286	5
287	8
288	4
289	9
290	4
291	7
292	1
293	8
294	7
295	1
296	5
297	5
298	2
299	4
300	3
301	3
302	3
303	5
304	1
306	1
307	2
308	1
309	3
310	1
311	2
312	1
313	1
314	1
315	3
319	1
320	2
321	1
323	2
326	3
327	2
329	2
331	3
333	1
334	2
336	1
337	1
338	1
342	1
344	3
345	1
347	1
349	2
352	4
353	1
355	1
356	1
357	1
358	2
365	1
368	1
376	1
378	1
380	1
381	1
383	1
386	1
388	1
394	1
398	1
405	1
406	1
411	1
412	1
419	1
499	1
501	1
508	1
512	1
532	1
534	2
535	1
538	1
540	1
550	1
558	1
560	1
564	1
572	1
640	1
643	1
656	1
660	1
661	1
662	1
664	1
667	1
670	1
672	1
678	1
683	1
687	1
688	2
690	1
695	1
697	1
810	1
824	1
831	1
836	1
844	1
852	1
854	1
857	1
859	1
860	1
862	1
863	1
868	1
869	1
870	1
871	1
873	1
874	1
883	1
885	1
887	1
903	1
909	1
913	1
916	1
923	1
925	1
928	3
930	1
940	1
948	2
982	1
993	1
1006	1
1022	1
1026	1
1027	1
1028	1
1035	1
1036	1
1052	1
1061	1
1072	1
1074	1
1082	1
1083	1
1084	1
1086	1
1100	1
1109	1
1114	1
1116	1
1120	1
1122	1
1134	1
1137	1
1148	1
1154	1
1161	1
1173	1
1201	1
1211	1
1212	1
1215	1
1217	1
1220	1
1224	1
1226	2
1227	2
1231	1
1232	1
1234	2
1238	1
1243	2
1244	1
1248	2
1249	1
1250	1
1252	1
1254	1
1255	1
1256	2
1257	2
1258	1
1259	2
1260	1
1262	1
1264	1
1269	1
1270	1
1272	1
1273	4
1274	2
1278	1
1279	3
1286	1
1288	1
1289	1
1290	1
1292	1
1293	1
1295	1
1296	1
1297	1
1299	1
1300	1
1301	1
1304	1
1305	4
1307	2
1310	1
1312	2
1314	1
1315	2
1317	1
1319	1
1325	1
1326	1
1427	1
1464	1
1466	1
